City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,vadso,70.0744,29.7487,9.49,81,100,8.23,NO,2023-07-22 11:34:47
300,krathum baen,13.6533,100.2597,28.9,91,100,3.82,TH,2023-07-22 11:34:47
301,ocean shores,46.9737,-124.1563,17.99,93,100,1.34,US,2023-07-22 11:34:47
302,san luis de la loma,17.2706,-100.8939,31.65,57,99,2.79,MX,2023-07-22 11:34:48
303,estrela,-28.0611,-50.9383,19.91,64,94,4.11,BR,2023-07-22 11:34:48
304,la mira,18.035,-102.3266,29.71,61,100,1.89,MX,2023-07-22 11:34:48
305,hastings,50.8552,0.5729,16.07,40,100,9.13,GB,2023-07-22 11:29:59
306,stornoway,58.2093,-6.3865,15.58,77,37,9.26,GB,2023-07-22 11:34:48
307,jimena de la frontera,36.4352,-5.4539,32.26,23,17,1.58,ES,2023-07-22 11:31:36
308,hirara,24.8,125.2833,28.92,89,20,5.14,JP,2023-07-22 11:34:49
309,hadibu,12.65,54.0333,25.92,78,75,10.94,YE,2023-07-22 11:34:49
310,challapata,-18.9,-66.7667,13.77,19,0,3.26,BO,2023-07-22 11:34:49
311,sao miguel do araguaia,-13.275,-50.1628,33.02,25,1,4.29,BR,2023-07-22 11:31:37
312,langepas,61.2544,75.2124,19.74,60,99,3.1,RU,2023-07-22 11:34:50
313,zhezqazghan,47.7833,67.7667,28.38,20,37,3.76,KZ,2023-07-22 11:31:39
314,the pinery,39.4553,-104.7344,27.84,39,20,2.06,US,2023-07-22 11:34:50
315,saint johnsbury,44.4192,-72.0151,23.07,74,100,3.09,US,2023-07-22 11:31:40
316,el granada,37.5027,-122.4694,26.11,76,100,3.09,US,2023-07-22 11:31:40
317,cortez,37.3489,-108.5859,27.61,34,0,2.57,US,2023-07-22 11:34:50
318,fortuna,40.5982,-124.1573,15.92,91,0,2.06,US,2023-07-22 11:34:51
319,choibalsan,48.0667,114.5,13.3,78,89,3.07,MN,2023-07-22 11:31:40
320,markaz-e hukumat-e darweshan,31.1323,64.1934,34.56,11,68,2.89,AF,2023-07-22 11:34:51
321,lagos,6.5833,3.75,26.18,75,82,4.01,NG,2023-07-22 11:29:39
322,mpulungu,-8.7623,31.1141,25.67,38,4,3.18,ZM,2023-07-22 11:34:51
323,alofi,-19.0595,-169.9187,22.94,88,27,6.01,NU,2023-07-22 11:34:51
324,mont-laurier,46.5501,-75.4993,22.79,69,96,3.82,CA,2023-07-22 11:31:41
325,lauro de freitas,-12.8944,-38.3272,27.01,74,40,4.12,BR,2023-07-22 11:34:52
326,vallenar,-28.5708,-70.7581,22.16,27,94,0.62,CL,2023-07-22 11:31:42
327,labuan bajo,-8.4964,119.8877,22.49,76,90,3.41,ID,2023-07-22 11:34:52
328,laguna,38.421,-121.4238,33.87,42,0,0.45,US,2023-07-22 11:34:52
329,coyhaique,-45.5752,-72.0662,3.97,60,75,2.06,CL,2023-07-22 11:34:52
330,ore,6.7457,4.8775,24.6,92,99,2.44,NG,2023-07-22 11:31:42
331,tari,12.4086,4.4914,33.49,43,35,1.24,NG,2023-07-22 11:34:53
332,lerwick,60.1545,-1.1494,15.0,76,11,4.73,GB,2023-07-22 11:34:53
333,forked river,39.8398,-74.1901,28.39,55,95,0.89,US,2023-07-22 11:34:53
334,nabire,-3.3667,135.4833,24.09,93,72,1.92,ID,2023-07-22 11:34:53
335,boueni,-12.9025,45.0761,25.99,67,10,4.23,YT,2023-07-22 11:34:53
336,al kut,32.5147,45.819,40.8,7,0,7.43,IQ,2023-07-22 11:34:53
337,knoxville,35.9606,-83.9207,27.45,66,40,3.09,US,2023-07-22 11:32:45
338,richards bay,-28.783,32.0377,19.12,66,1,4.9,ZA,2023-07-22 11:31:44
339,kailua-kona,19.6406,-155.9956,27.55,83,75,2.06,US,2023-07-22 11:34:54
340,shenjiamen,29.9576,122.298,26.62,90,100,10.27,CN,2023-07-22 11:31:44
341,alice springs,-23.7,133.8833,2.75,75,0,2.57,AU,2023-07-22 11:34:54
342,ishinomaki,38.4167,141.3,21.43,93,72,1.86,JP,2023-07-22 11:30:18
343,walvis bay,-22.9575,14.5053,17.53,63,0,2.06,NA,2023-07-22 11:34:55
344,myeik,12.4333,98.6,25.33,91,100,6.4,MM,2023-07-22 11:34:55
345,arteche,12.2645,125.4048,25.22,92,94,5.55,PH,2023-07-22 11:34:55
346,pohang,36.0322,129.365,24.0,92,100,1.75,KR,2023-07-22 11:34:55
347,zambezi,-13.5432,23.1047,24.14,26,21,2.86,ZM,2023-07-22 11:34:55
348,chapada dos guimaraes,-15.4606,-55.7497,27.81,19,0,5.22,BR,2023-07-22 11:34:56
349,chichiriviche,10.9333,-68.2772,29.63,70,100,4.52,VE,2023-07-22 11:31:46
350,pangody,65.85,74.4859,20.86,67,85,1.79,RU,2023-07-22 11:34:56
351,ribeira do pombal,-10.8344,-38.5358,30.27,37,15,7.28,BR,2023-07-22 11:34:56
352,aasiaat,68.7098,-52.8699,4.2,99,100,2.12,GL,2023-07-22 11:34:56
353,murzuq,25.9155,13.9184,39.21,10,0,0.84,LY,2023-07-22 11:34:56
354,san marcos,33.1434,-117.1661,34.36,77,40,0.89,US,2023-07-22 11:34:57
355,darwin,-12.4611,130.8418,22.99,83,75,2.06,AU,2023-07-22 11:30:03
356,constitucion,-35.3333,-72.4167,12.74,78,25,2.5,CL,2023-07-22 11:32:53
357,bigues i riells,41.6833,2.2333,30.2,57,58,3.13,ES,2023-07-22 11:34:57
358,dakor,22.75,73.15,27.89,92,100,3.63,IN,2023-07-22 11:34:57
359,hamilton,39.1834,-84.5333,28.38,56,0,2.06,US,2023-07-22 11:31:23
360,kostanay,53.1667,63.5833,21.16,60,0,3.0,KZ,2023-07-22 11:34:57
361,caucete,-31.6518,-68.2811,16.37,40,27,7.07,AR,2023-07-22 11:34:58
362,puerto carreno,6.189,-67.4859,26.99,78,40,2.06,CO,2023-07-22 11:34:58
363,camabatela,-8.1881,15.375,26.2,30,75,1.45,AO,2023-07-22 11:34:58
364,rio negrinho,-26.2544,-49.5183,22.19,50,21,1.78,BR,2023-07-22 11:31:50
365,dauphin,51.1494,-100.0502,22.08,68,0,4.63,CA,2023-07-22 11:33:14
366,timbuktu,16.7735,-3.0074,38.92,24,59,1.54,ML,2023-07-22 11:34:58
367,firuzabad,28.8438,52.5707,31.53,11,83,3.53,IR,2023-07-22 11:31:51
368,qui nhon,13.7667,109.2333,27.04,81,100,2.05,VN,2023-07-22 11:31:52
369,verkhnevilyuysk,63.4453,120.3167,17.74,92,63,2.15,RU,2023-07-22 11:34:59
370,alesund,62.4723,6.1549,17.51,72,40,4.12,NO,2023-07-22 11:31:52
371,muynoq,43.7683,59.0214,31.08,28,3,3.85,UZ,2023-07-22 11:34:59
372,xiva,41.3783,60.3639,29.99,17,0,5.05,UZ,2023-07-22 11:34:59
373,copiapo,-27.3667,-70.3333,18.83,29,93,2.81,CL,2023-07-22 11:34:59
374,fauske,67.2588,15.3918,14.41,97,100,1.38,NO,2023-07-22 11:31:53
375,emmett,43.8735,-116.4993,30.67,28,3,0.45,US,2023-07-22 11:30:56
376,dryden,49.7833,-92.7503,21.16,73,40,2.57,CA,2023-07-22 11:35:00
377,tazovsky,67.4667,78.7,13.89,97,86,3.73,RU,2023-07-22 11:35:00
378,puerto deseado,-47.7503,-65.8938,3.98,72,100,8.42,AR,2023-07-22 11:35:00
379,san fernando,15.0286,120.6898,25.85,89,100,0.82,PH,2023-07-22 11:30:43
380,irtyshsk,53.3333,75.4572,20.9,49,72,3.98,KZ,2023-07-22 11:35:00
381,mulayjah,27.271,48.4242,37.9,9,29,2.25,SA,2023-07-22 11:31:54
382,shalqar,47.8333,59.6,31.46,26,22,1.71,KZ,2023-07-22 11:35:01
383,satwas,22.5333,76.6833,26.5,89,100,2.32,IN,2023-07-22 11:35:01
384,mountain home,43.133,-115.6912,27.46,24,0,0.0,US,2023-07-22 11:34:58
385,belyy yar,53.6039,91.3903,17.94,88,40,3.0,RU,2023-07-22 11:35:01
386,inongo,-1.95,18.2667,25.44,54,77,1.65,CD,2023-07-22 11:35:01
387,fort mcmurray,56.7268,-111.381,20.77,73,0,0.0,CA,2023-07-22 11:35:01
388,neiafu,-18.65,-173.9833,18.38,100,20,0.0,TO,2023-07-22 11:35:02
389,simplicio mendes,-7.8539,-41.9103,33.62,18,0,5.15,BR,2023-07-22 11:35:02
390,ketchikan,55.3422,-131.6461,16.26,94,100,0.0,US,2023-07-22 11:35:02
391,sault ste. marie,46.5168,-84.3333,23.31,58,0,2.06,CA,2023-07-22 11:35:02
392,coahuayana de hidalgo,18.7,-103.6583,33.14,58,87,2.37,MX,2023-07-22 11:35:03
393,eastham,41.8301,-69.9739,25.18,77,100,1.79,US,2023-07-22 11:35:03
394,howrah,22.5892,88.3103,28.0,94,20,2.57,IN,2023-07-22 11:35:03
395,geraldton,-28.7667,114.6,7.23,81,0,2.06,AU,2023-07-22 11:31:56
396,kupang,-10.1667,123.5833,23.43,77,55,4.35,ID,2023-07-22 11:35:03
397,mineros,-17.1167,-63.2333,33.03,28,0,6.64,BO,2023-07-22 11:35:04
398,dongola,19.1667,30.4833,40.17,8,100,7.38,SD,2023-07-22 11:31:47
399,santa marta,11.2408,-74.199,32.03,66,20,3.09,CO,2023-07-22 11:35:04
400,nogliki,51.8333,143.1667,16.25,90,99,6.36,RU,2023-07-22 11:31:57
401,i-n-salah,27.1935,2.4607,45.52,5,1,3.18,DZ,2023-07-22 11:35:04
402,nagqu,31.5,92.0,6.63,92,100,3.19,CN,2023-07-22 11:35:05
403,nar'yan-mar,67.6713,53.087,15.1,90,94,6.5,RU,2023-07-22 11:35:05
404,kavieng,-2.5744,150.7967,27.72,78,99,1.69,PG,2023-07-22 11:31:58
405,lebyazh'ye,55.2689,66.4947,18.25,69,87,2.85,RU,2023-07-22 11:35:05
406,hailar,49.2,119.7,16.63,96,100,3.56,CN,2023-07-22 11:31:59
407,kaliua,-5.0606,31.7936,23.94,31,5,2.25,TZ,2023-07-22 11:35:06
408,vikulovo,56.8167,70.6107,17.08,66,97,2.85,RU,2023-07-22 11:31:59
409,shahdad kot,27.8477,67.9055,34.4,52,92,4.48,PK,2023-07-22 11:35:06
410,malpica,43.3228,-8.8105,21.64,74,91,3.2,ES,2023-07-22 11:35:06
411,meadow lake,34.8014,-106.5436,29.84,37,1,2.95,US,2023-07-22 11:35:06
412,kholmsk,47.0511,142.0569,17.03,96,100,3.79,RU,2023-07-22 11:35:07
413,cabo san lucas,22.8909,-109.9124,35.66,58,0,1.54,MX,2023-07-22 11:30:28
414,portel,-1.9356,-50.8211,33.44,36,33,2.13,BR,2023-07-22 11:35:07
415,moldova noua,44.7375,21.6669,27.79,61,0,1.65,RO,2023-07-22 11:32:00
416,juan griego,11.0817,-63.9655,30.46,65,100,6.64,VE,2023-07-22 11:35:07
417,baruun-urt,46.6806,113.2792,14.33,75,9,3.42,MN,2023-07-22 11:35:07
418,inhambane,-23.865,35.3833,20.99,73,20,2.06,MZ,2023-07-22 11:35:08
419,menemen,38.6075,27.0694,36.65,34,0,4.12,TR,2023-07-22 11:35:09
420,vera cruz,-12.6333,-41.0333,19.76,69,98,2.58,BR,2023-07-22 11:33:14
421,island harbour,50.724,-1.2758,16.75,92,100,5.81,GB,2023-07-22 11:35:09
422,puerto aysen,-45.4,-72.7,4.79,80,83,1.87,CL,2023-07-22 11:32:35
423,muroto-misakicho,33.2833,134.15,25.82,90,1,4.31,JP,2023-07-22 11:35:10
424,tafuna,-14.3358,-170.72,24.97,100,40,0.0,AS,2023-07-22 11:35:10
425,changping,40.2186,116.2197,20.8,89,36,1.89,CN,2023-07-22 11:35:10
426,harper,4.375,-7.7169,26.26,73,74,4.57,LR,2023-07-22 11:35:10
427,port douglas,-16.4833,145.4667,20.58,78,0,1.55,AU,2023-07-22 11:35:11
428,wabag,-5.4781,143.7021,13.16,98,91,1.02,PG,2023-07-22 11:32:16
429,grand falls-windsor,48.9332,-55.6649,26.95,74,100,5.57,CA,2023-07-22 11:35:11
430,khovd,48.0056,91.6419,19.26,49,35,2.29,MN,2023-07-22 11:32:19
431,saudarkrokur,65.7461,-19.6394,10.97,72,80,2.89,IS,2023-07-22 11:35:11
432,sunne,59.8376,13.143,17.18,79,72,2.74,SE,2023-07-22 11:35:12
433,miches,18.9836,-69.0476,33.11,50,9,4.83,DO,2023-07-22 11:35:12
434,moa,20.6569,-74.9403,31.42,64,17,4.67,CU,2023-07-22 11:32:21
435,an muileann gcearr,53.5333,-7.35,17.6,98,100,1.33,IE,2023-07-22 11:35:12
436,novoishimskiy,53.1981,66.7694,20.12,55,67,2.17,KZ,2023-07-22 11:35:13
437,mildura,-34.2,142.15,10.18,57,100,3.05,AU,2023-07-22 11:31:02
438,bodaybo,57.8506,114.1933,16.49,78,12,0.84,RU,2023-07-22 11:35:13
439,arkhangel'sk,64.5401,40.5433,17.01,86,100,1.34,RU,2023-07-22 11:31:05
440,debre werk',10.6667,38.1667,14.71,78,99,2.27,ET,2023-07-22 11:35:13
441,bonthe,7.5264,-12.505,26.32,82,84,5.44,SL,2023-07-22 11:32:26
442,aswan,24.0934,32.907,40.61,8,0,5.14,EG,2023-07-22 11:35:13
443,massakory,12.996,15.7293,37.11,32,60,1.43,TD,2023-07-22 11:32:26
444,villa gesell,-37.2639,-56.973,14.47,94,100,6.91,AR,2023-07-22 11:32:26
445,badiyah,22.45,58.8,32.47,48,93,5.36,OM,2023-07-22 11:35:14
446,veraval,20.9,70.3667,26.94,88,100,6.19,IN,2023-07-22 11:35:14
447,yinchuan,38.4681,106.2731,27.23,25,2,0.47,CN,2023-07-22 11:31:38
448,nosy varika,-20.5833,48.5333,21.1,78,53,1.72,MG,2023-07-22 11:35:14
449,cobija,-11.0267,-68.7692,33.1,52,40,2.06,BO,2023-07-22 11:35:14
450,piti village,13.4626,144.6933,27.49,93,0,1.54,GU,2023-07-22 11:35:15
451,palenque,17.5167,-91.9667,26.09,89,75,0.0,MX,2023-07-22 11:31:10
452,oranjemund,-28.55,16.4333,12.28,70,93,2.88,NA,2023-07-22 11:32:28
453,bamboo flat,11.7,92.7167,25.96,84,100,4.93,IN,2023-07-22 11:35:15
454,faya-largeau,17.9257,19.1043,41.39,15,48,2.07,TD,2023-07-22 11:35:16
455,taltal,-25.4,-70.4833,20.84,61,58,2.48,CL,2023-07-22 11:35:16
456,mammoth lakes,37.6485,-118.9721,25.75,26,0,1.54,US,2023-07-22 11:34:47
457,acapulco de juarez,16.8634,-99.8901,29.9,66,75,2.06,MX,2023-07-22 11:35:16
458,vila velha,-20.3297,-40.2925,22.97,80,75,4.12,BR,2023-07-22 11:33:13
459,el nido,11.1858,119.3956,26.43,82,100,3.1,PH,2023-07-22 11:32:30
460,hammerfest,70.6634,23.6821,13.25,67,76,8.75,NO,2023-07-22 11:32:30
461,fukura,34.25,134.7167,26.0,89,40,1.54,JP,2023-07-22 11:35:17
462,tabou,4.423,-7.3528,26.09,74,95,4.7,CI,2023-07-22 11:35:17
463,tutoia,-2.7619,-42.2744,28.69,52,14,4.31,BR,2023-07-22 11:35:17
464,sarmiento,-45.5882,-69.07,3.69,65,87,4.08,AR,2023-07-22 11:35:17
465,qom,34.6401,50.8764,37.75,11,65,9.76,IR,2023-07-22 11:34:01
466,la'ie,21.6477,-157.9253,26.98,81,69,6.07,US,2023-07-22 11:35:18
467,santa cruz de barahona,18.2085,-71.1008,32.9,66,20,6.17,DO,2023-07-22 11:35:18
468,mankapur,27.0333,82.2333,32.4,57,74,5.57,IN,2023-07-22 11:35:18
469,robore,-18.3333,-59.75,33.3,18,0,6.59,BO,2023-07-22 11:35:18
470,sanga-sanga,5.0725,119.7853,27.45,75,100,1.3,PH,2023-07-22 11:32:33
471,penzance,50.1186,-5.5371,15.38,96,100,13.9,GB,2023-07-22 11:32:34
472,atamyrat,37.8357,65.2106,34.55,13,0,6.32,TM,2023-07-22 11:35:19
473,mae sot,16.7167,98.5667,24.08,99,80,1.04,TH,2023-07-22 11:32:34
474,ugoofaaru,5.6667,73.0,28.25,78,92,5.14,MV,2023-07-22 11:32:35
475,tromso,69.6496,18.957,18.54,63,75,3.6,NO,2023-07-22 11:35:19
476,khanty-mansiysk,61.0042,69.0019,20.06,60,0,1.0,RU,2023-07-22 11:35:19
477,selfoss,63.9331,-20.9971,15.02,71,97,2.99,IS,2023-07-22 11:35:19
478,lodja,-3.4833,23.4333,31.22,25,92,0.87,CD,2023-07-22 11:35:20
479,xinqing,48.2333,129.5,15.78,92,100,1.73,CN,2023-07-22 11:35:20
480,chapaev,50.2,51.1667,23.63,53,48,4.01,KZ,2023-07-22 11:35:20
481,manicore,-5.8092,-61.3003,32.97,49,20,4.63,BR,2023-07-22 11:35:20
482,qaqortoq,60.7167,-46.0333,10.09,80,94,1.88,GL,2023-07-22 11:35:20
483,quelimane,-17.8786,36.8883,21.97,83,75,1.54,MZ,2023-07-22 11:35:21
484,saldanha,-33.0117,17.9442,14.03,77,0,3.27,ZA,2023-07-22 11:35:21
485,la sarre,48.8002,-79.1996,21.45,37,0,1.96,CA,2023-07-22 11:35:21
486,chinchilla,-26.75,150.6333,6.55,55,0,2.78,AU,2023-07-22 11:32:37
487,mont-dore,-22.2833,166.5833,20.0,99,59,5.76,NC,2023-07-22 11:32:37
488,ayaviri,-14.8864,-70.5889,15.16,11,0,1.21,PE,2023-07-22 11:32:37
489,bogale,16.2833,95.4,25.93,88,100,3.6,MM,2023-07-22 11:32:38
490,anna regina,7.2644,-58.5077,29.45,65,6,3.73,GY,2023-07-22 11:35:22
491,yoichi,43.2039,140.7703,20.06,89,95,2.1,JP,2023-07-22 11:35:22
492,taro,-8.3862,115.28,22.0,86,86,2.08,ID,2023-07-22 11:35:22
493,kipushi,-11.7667,27.2333,19.6,40,14,1.76,CD,2023-07-22 11:32:39
494,ambon,-3.6954,128.1814,26.04,16,40,2.57,ID,2023-07-22 11:35:22
495,san pedro pochutla,15.7333,-96.4667,34.84,51,85,2.29,MX,2023-07-22 11:35:22
496,roma,43.2128,-75.4557,26.32,51,40,6.17,US,2023-07-22 11:35:23
497,ruteng,-8.6136,120.4721,13.75,86,100,0.74,ID,2023-07-22 11:35:23
498,ahar,38.4774,47.0699,24.87,51,88,4.11,IR,2023-07-22 11:35:23
499,vorgashor,67.5833,63.95,17.89,87,100,2.61,RU,2023-07-22 11:35:23
500,jahazpur,25.6167,75.2833,31.55,60,88,4.17,IN,2023-07-22 11:35:23
501,bangassou,4.7413,22.8184,24.45,72,68,1.76,CF,2023-07-22 11:35:24
502,maceio,-9.6658,-35.7353,27.69,74,75,8.75,BR,2023-07-22 11:35:24
503,harar,9.3094,42.1258,17.82,71,87,3.19,ET,2023-07-22 11:35:24
504,punta del este,-34.9667,-54.95,27.06,50,0,10.29,UY,2023-07-22 11:35:24
505,ridder,50.355,83.5133,14.39,83,38,0.76,KZ,2023-07-22 11:35:24
506,bollene,44.2848,4.753,32.27,29,0,1.03,FR,2023-07-22 11:32:42
507,yorkton,51.2167,-102.4677,22.91,64,0,4.12,CA,2023-07-22 11:35:25
508,yilan,24.757,121.753,27.92,99,81,1.09,TW,2023-07-22 11:35:25
509,zemetchino,53.4973,42.6163,18.24,66,100,2.75,RU,2023-07-22 11:35:25
510,ratnagiri,16.9833,73.3,25.94,89,100,7.77,IN,2023-07-22 11:35:25
511,romblon,12.5751,122.2708,26.67,85,100,2.86,PH,2023-07-22 11:35:25
512,angra do heroismo,38.65,-27.2167,25.34,85,20,0.45,PT,2023-07-22 11:35:25
513,tannum sands,-23.9504,151.3693,14.94,58,0,2.57,AU,2023-07-22 11:35:26
514,dok kham tai,19.1624,99.9934,24.59,91,1,1.5,TH,2023-07-22 11:32:43
515,san julian,21.0167,-102.1667,24.18,38,56,3.33,MX,2023-07-22 11:35:26
516,fisterra,42.9049,-9.2629,23.75,70,88,8.54,ES,2023-07-22 11:32:43
517,miguel ahumada,30.6167,-106.5167,33.54,24,29,8.52,MX,2023-07-22 11:35:26
518,cambria,35.5641,-121.0808,24.41,52,6,2.4,US,2023-07-22 11:35:26
519,lionel town,17.8101,-77.2406,32.94,58,16,6.13,JM,2023-07-22 11:35:27
520,velikiy ustyug,60.7644,46.3106,14.08,83,79,4.07,RU,2023-07-22 11:35:27
521,kapshagay,43.8833,77.0833,28.93,23,0,3.87,KZ,2023-07-22 11:32:44
522,coeur d'alene,47.6777,-116.7805,26.63,36,0,5.14,US,2023-07-22 11:35:27
523,petauke,-14.2426,31.3253,19.58,51,4,4.22,ZM,2023-07-22 11:35:27
524,puerto santa,-8.9906,-78.6456,22.88,70,63,3.75,PE,2023-07-22 11:35:27
525,kill devil hills,36.0307,-75.676,31.0,76,0,3.09,US,2023-07-22 11:35:28
526,namibe,-15.1961,12.1522,18.9,79,12,4.11,AO,2023-07-22 11:35:28
527,keokuk,40.3973,-91.3849,27.27,57,0,2.57,US,2023-07-22 11:32:45
528,wuwei,37.9281,102.6414,22.5,27,83,0.8,CN,2023-07-22 11:32:45
529,nova vicosa,-17.8919,-39.3719,23.82,73,42,4.42,BR,2023-07-22 11:31:46
530,izhmorskiy,56.194,86.6414,15.7,94,57,3.18,RU,2023-07-22 11:35:28
531,hasaki,35.7333,140.8333,23.5,85,1,2.35,JP,2023-07-22 11:35:28
532,zaragoza,41.6561,-0.8773,33.03,24,0,2.57,ES,2023-07-22 11:35:29
533,pocahontas,36.2615,-90.9712,27.81,69,0,3.13,US,2023-07-22 11:35:29
534,kalamata,37.0389,22.1142,34.5,42,0,2.06,GR,2023-07-22 11:32:46
535,patong,7.8961,98.2966,28.34,75,100,7.3,TH,2023-07-22 11:32:47
536,griffith,41.5284,-87.4237,28.27,55,0,2.57,US,2023-07-22 11:35:29
537,ailuk,10.2197,169.9797,28.08,77,100,8.1,MH,2023-07-22 11:35:30
538,srivardhan,18.0333,73.0167,26.2,90,100,7.31,IN,2023-07-22 11:35:30
539,marau,-28.4492,-52.2,22.97,70,47,4.51,BR,2023-07-22 11:34:49
540,iron river,46.0927,-88.6423,25.31,39,21,2.13,US,2023-07-22 11:35:30
541,sagae,38.3725,140.2725,20.32,98,86,0.47,JP,2023-07-22 11:35:30
542,falam,22.9167,93.6833,18.3,98,99,0.82,MM,2023-07-22 11:35:30
543,barra do corda,-5.5,-45.25,35.73,21,24,3.4,BR,2023-07-22 11:35:30
544,turkestan,43.3333,68.25,32.94,19,5,8.24,KZ,2023-07-22 11:35:31
545,tarp,54.6667,9.4,14.96,94,100,3.09,DE,2023-07-22 11:35:31
546,jiuquan,39.7432,98.5174,27.06,12,37,1.69,CN,2023-07-22 11:32:50
547,butembo,0.15,29.2833,18.93,46,55,1.44,CD,2023-07-22 11:35:31
548,huntsville,34.7304,-86.5861,28.45,72,75,1.79,US,2023-07-22 11:35:31
549,colonia,50.9333,6.95,25.53,36,0,5.14,DE,2023-07-22 11:30:34
550,tyuratam,45.6507,63.3156,32.42,21,29,1.8,KZ,2023-07-22 11:35:31
551,bikenibeu village,1.3673,173.1241,25.98,94,100,1.03,KI,2023-07-22 11:35:32
552,berdigestyakh,62.0989,126.6992,14.85,80,69,2.04,RU,2023-07-22 11:35:32
553,tindouf,27.6711,-8.1474,45.25,5,2,3.09,DZ,2023-07-22 11:35:32
554,xuddur,4.1213,43.8894,26.1,62,100,8.42,SO,2023-07-22 11:35:32
555,srikakulam,18.3,83.9,27.98,85,100,1.92,IN,2023-07-22 11:32:51
556,qacha's nek,-30.1154,28.6894,7.7,54,63,3.39,LS,2023-07-22 11:35:34
557,karaton,-6.3424,106.1045,23.64,88,95,0.11,ID,2023-07-22 11:35:34
558,juneau,58.3019,-134.4197,15.12,100,100,1.54,US,2023-07-22 11:30:44
559,inarajan village,13.2736,144.7484,27.54,95,56,4.7,GU,2023-07-22 11:32:52
560,kolonia,50.9333,6.95,25.53,36,0,4.63,DE,2023-07-22 11:33:09
561,linhares,-19.3911,-40.0722,24.48,60,77,3.96,BR,2023-07-22 11:35:34
562,karatas,36.582,35.3701,31.36,79,0,5.2,TR,2023-07-22 11:35:35
563,huaiyuan chengguanzhen,32.9589,117.1657,26.15,86,77,2.92,CN,2023-07-22 11:35:35
564,kayangel,8.0823,134.7173,27.9,79,100,4.62,PW,2023-07-22 11:35:35
565,nadym,65.5333,72.5167,20.6,69,49,1.63,RU,2023-07-22 11:35:36
566,labrador city,52.9463,-66.9114,19.95,68,100,2.57,CA,2023-07-22 11:35:36
